Date,Category,SKU,Units Sold,Price
10/03/2023,CAN Pak Arab Guwara,CPAG-1122,861,4150
10/03/2023,Nitrophos Sarsabz NP,NSP-5678,552,8050
10/03/2023,Babar Sher Urea,BSR-0294,907,4795
10/03/2023,CAN Pak Arab Guwara,CPAG-1122,949,4150
10/03/2023,CAN Pak Arab Guwara,CPAG-1122,512,4150
10/03/2023,Sarsabz Urea,SU-7658,654,5000
10/03/2023,Sarsabz Urea,SU-7658,864,5000
10/03/2023,CAN Pak Arab Guwara,CPAG-1122,535,4150
10/03/2023,CAN Pak Arab Guwara,CPAG-1122,556,4150
10/03/2023,Sarsabz Urea,SU-7658,994,5000
10/03/2023,Sarsabz Urea,SU-7658,776,5000
10/03/2023,CAN Pak Arab Guwara,CPAG-1122,997,4150
10/03/2023,Sarsabz Urea,SU-7658,779,5000
10/03/2023,Sarsabz Urea,SU-7658,631,5000
10/03/2023,Babar Sher Urea,BSR-0294,686,4795
10/03/2023,CAN Sarsabz Fatima,CSF-9101,528,5080
10/03/2023,CAN Pak Arab Guwara,CPAG-1122,690,4150
10/03/2023,Nitrophos Sarsabz NP,NSP-5678,977,8050
10/03/2023,CAN Pak Arab Guwara,CPAG-1122,786,4150
10/03/2023,Babar Sher Urea,BSR-0294,710,4795
10/03/2023,CAN Sarsabz Fatima,CSF-9101,702,5080
10/03/2023,Sarsabz Urea,SU-7658,557,5000
10/03/2023,Sarsabz Urea,SU-7658,920,5000
10/03/2023,Nitrophos Sarsabz NP,NSP-5678,800,8050
10/03/2023,CAN Sarsabz Fatima,CSF-9101,954,5080
10/03/2023,Sarsabz Urea,SU-7658,526,5000
10/03/2023,Nitrophos Sarsabz NP,NSP-5678,658,8050
10/03/2023,CAN Sarsabz Fatima,CSF-9101,907,5080
10/03/2023,CAN Pak Arab Guwara,CPAG-1122,545,4150
10/03/2023,CAN Sarsabz Fatima,CSF-9101,864,5080
10/03/2023,CAN Sarsabz Fatima,CSF-9101,619,5080
10/03/2023,Nitrophos Sarsabz NP,NSP-5678,654,8050
10/03/2023,CAN Sarsabz Fatima,CSF-9101,527,5080
10/03/2023,Babar Sher Urea,BSR-0294,888,4795
10/03/2023,Sarsabz Urea,SU-7658,560,5000
10/03/2023,Sarsabz Urea,SU-7658,903,5000
10/03/2023,Sarsabz Urea,SU-7658,688,5000
10/03/2023,CAN Pak Arab Guwara,CPAG-1122,813,4150
10/03/2023,Babar Sher Urea,BSR-0294,731,4795
10/03/2023,Sarsabz Urea,SU-7658,896,5000
10/03/2023,Babar Sher Urea,BSR-0294,885,4795
10/03/2023,CAN Pak Arab Guwara,CPAG-1122,668,4150
10/03/2023,Nitrophos Sarsabz NP,NSP-5678,827,8050
10/03/2023,CAN Sarsabz Fatima,CSF-9101,511,5080
10/03/2023,CAN Pak Arab Guwara,CPAG-1122,709,4150
10/03/2023,CAN Sarsabz Fatima,CSF-9101,702,5080
10/03/2023,Sarsabz Urea,SU-7658,827,5000
10/03/2023,CAN Sarsabz Fatima,CSF-9101,601,5080
10/03/2023,Sarsabz Urea,SU-7658,675,5000
10/03/2023,Nitrophos Sarsabz NP,NSP-5678,660,8050
10/03/2023,CAN Sarsabz Fatima,CSF-9101,860,5080
10/03/2023,Sarsabz Urea,SU-7658,828,5000
10/03/2023,Nitrophos Sarsabz NP,NSP-5678,863,8050
10/03/2023,Sarsabz Urea,SU-7658,886,5000
10/03/2023,Babar Sher Urea,BSR-0294,922,4795
10/03/2023,Nitrophos Sarsabz NP,NSP-5678,689,8050
10/03/2023,Nitrophos Sarsabz NP,NSP-5678,745,8050
10/03/2023,Sarsabz Urea,SU-7658,836,5000
10/03/2023,CAN Pak Arab Guwara,CPAG-1122,672,4150
10/03/2023,CAN Sarsabz Fatima,CSF-9101,937,5080
10/03/2023,CAN Sarsabz Fatima,CSF-9101,834,5080
10/03/2023,CAN Sarsabz Fatima,CSF-9101,742,5080
10/03/2023,CAN Sarsabz Fatima,CSF-9101,712,5080
10/03/2023,CAN Pak Arab Guwara,CPAG-1122,916,4150
10/03/2023,Sarsabz Urea,SU-7658,817,5000
10/03/2023,Sarsabz Urea,SU-7658,994,5000
11/03/2023,Babar Sher Urea,BSR-0294,587,4795
11/03/2023,Sarsabz Urea,SU-7658,891,5000
11/03/2023,Sarsabz Urea,SU-7658,557,5000
11/03/2023,Sarsabz Urea,SU-7658,551,5000
11/03/2023,Babar Sher Urea,BSR-0294,800,4795
11/03/2023,Sarsabz Urea,SU-7658,562,5000
11/03/2023,Sarsabz Urea,SU-7658,814,5000
11/03/2023,Babar Sher Urea,BSR-0294,920,4795
11/03/2023,CAN Pak Arab Guwara,CPAG-1122,716,4150
11/03/2023,Nitrophos Sarsabz NP,NSP-5678,954,8050
11/03/2023,Nitrophos Sarsabz NP,NSP-5678,573,8050
11/03/2023,CAN Pak Arab Guwara,CPAG-1122,805,4150
11/03/2023,Nitrophos Sarsabz NP,NSP-5678,661,8050
11/03/2023,Babar Sher Urea,BSR-0294,523,4795
11/03/2023,Nitrophos Sarsabz NP,NSP-5678,921,8050
11/03/2023,Babar Sher Urea,BSR-0294,597,4795
11/03/2023,Babar Sher Urea,BSR-0294,820,4795
11/03/2023,CAN Sarsabz Fatima,CSF-9101,701,5080
11/03/2023,Babar Sher Urea,BSR-0294,572,4795
11/03/2023,Nitrophos Sarsabz NP,NSP-5678,949,8050
11/03/2023,Nitrophos Sarsabz NP,NSP-5678,832,8050
11/03/2023,Nitrophos Sarsabz NP,NSP-5678,878,8050
11/03/2023,Babar Sher Urea,BSR-0294,622,4795
11/03/2023,Sarsabz Urea,SU-7658,967,5000
11/03/2023,CAN Sarsabz Fatima,CSF-9101,507,5080
11/03/2023,CAN Pak Arab Guwara,CPAG-1122,888,4150
11/03/2023,Sarsabz Urea,SU-7658,732,5000
11/03/2023,CAN Pak Arab Guwara,CPAG-1122,604,4150
11/03/2023,CAN Pak Arab Guwara,CPAG-1122,625,4150
11/03/2023,Babar Sher Urea,BSR-0294,987,4795
11/03/2023,Sarsabz Urea,SU-7658,526,5000
11/03/2023,CAN Pak Arab Guwara,CPAG-1122,512,4150
11/03/2023,Babar Sher Urea,BSR-0294,897,4795
11/03/2023,Sarsabz Urea,SU-7658,678,5000
11/03/2023,CAN Pak Arab Guwara,CPAG-1122,730,4150
11/03/2023,Nitrophos Sarsabz NP,NSP-5678,777,8050
11/03/2023,Sarsabz Urea,SU-7658,724,5000
11/03/2023,Nitrophos Sarsabz NP,NSP-5678,725,8050
11/03/2023,Babar Sher Urea,BSR-0294,908,4795
11/03/2023,Nitrophos Sarsabz NP,NSP-5678,584,8050
11/03/2023,CAN Pak Arab Guwara,CPAG-1122,660,4150
11/03/2023,CAN Pak Arab Guwara,CPAG-1122,909,4150
11/03/2023,CAN Sarsabz Fatima,CSF-9101,986,5080
11/03/2023,Sarsabz Urea,SU-7658,610,5000
11/03/2023,Babar Sher Urea,BSR-0294,997,4795
11/03/2023,Babar Sher Urea,BSR-0294,773,4795
11/03/2023,CAN Sarsabz Fatima,CSF-9101,842,5080
11/03/2023,CAN Pak Arab Guwara,CPAG-1122,892,4150
11/03/2023,Sarsabz Urea,SU-7658,603,5000
11/03/2023,Babar Sher Urea,BSR-0294,698,4795
11/03/2023,CAN Sarsabz Fatima,CSF-9101,804,5080
11/03/2023,CAN Pak Arab Guwara,CPAG-1122,616,4150
11/03/2023,Sarsabz Urea,SU-7658,722,5000
11/03/2023,Nitrophos Sarsabz NP,NSP-5678,772,8050
11/03/2023,CAN Sarsabz Fatima,CSF-9101,680,5080
11/03/2023,CAN Pak Arab Guwara,CPAG-1122,671,4150
11/03/2023,Babar Sher Urea,BSR-0294,638,4795
11/03/2023,CAN Pak Arab Guwara,CPAG-1122,605,4150
11/03/2023,CAN Sarsabz Fatima,CSF-9101,699,5080
11/03/2023,CAN Sarsabz Fatima,CSF-9101,921,5080
11/03/2023,CAN Sarsabz Fatima,CSF-9101,967,5080
11/03/2023,CAN Pak Arab Guwara,CPAG-1122,646,4150
11/03/2023,Babar Sher Urea,BSR-0294,543,4795
11/03/2023,Sarsabz Urea,SU-7658,950,5000
11/03/2023,Nitrophos Sarsabz NP,NSP-5678,582,8050
11/03/2023,Nitrophos Sarsabz NP,NSP-5678,869,8050
11/03/2023,Babar Sher Urea,BSR-0294,995,4795
11/03/2023,Sarsabz Urea,SU-7658,823,5000
11/03/2023,Sarsabz Urea,SU-7658,563,5000
11/03/2023,CAN Sarsabz Fatima,CSF-9101,593,5080
11/03/2023,Sarsabz Urea,SU-7658,763,5000
11/03/2023,Nitrophos Sarsabz NP,NSP-5678,730,8050
11/03/2023,CAN Pak Arab Guwara,CPAG-1122,908,4150
11/03/2023,Nitrophos Sarsabz NP,NSP-5678,856,8050
11/03/2023,Sarsabz Urea,SU-7658,824,5000
11/03/2023,Nitrophos Sarsabz NP,NSP-5678,512,8050
11/03/2023,Babar Sher Urea,BSR-0294,954,4795
11/03/2023,Babar Sher Urea,BSR-0294,732,4795
11/03/2023,Babar Sher Urea,BSR-0294,739,4795
11/03/2023,CAN Sarsabz Fatima,CSF-9101,692,5080
11/03/2023,Babar Sher Urea,BSR-0294,762,4795
11/03/2023,CAN Sarsabz Fatima,CSF-9101,769,5080
11/03/2023,CAN Pak Arab Guwara,CPAG-1122,657,4150
11/03/2023,Sarsabz Urea,SU-7658,707,5000
11/03/2023,CAN Sarsabz Fatima,CSF-9101,728,5080
11/03/2023,Babar Sher Urea,BSR-0294,824,4795
11/03/2023,Babar Sher Urea,BSR-0294,820,4795
11/03/2023,CAN Pak Arab Guwara,CPAG-1122,803,4150
11/03/2023,Babar Sher Urea,BSR-0294,707,4795
11/03/2023,Babar Sher Urea,BSR-0294,655,4795
11/03/2023,CAN Sarsabz Fatima,CSF-9101,826,5080
11/03/2023,CAN Pak Arab Guwara,CPAG-1122,768,4150
11/03/2023,CAN Sarsabz Fatima,CSF-9101,648,5080
11/03/2023,CAN Pak Arab Guwara,CPAG-1122,516,4150
11/03/2023,Babar Sher Urea,BSR-0294,870,4795
11/03/2023,CAN Sarsabz Fatima,CSF-9101,896,5080
11/03/2023,CAN Sarsabz Fatima,CSF-9101,560,5080
11/03/2023,CAN Sarsabz Fatima,CSF-9101,997,5080
11/03/2023,CAN Sarsabz Fatima,CSF-9101,746,5080
11/03/2023,Nitrophos Sarsabz NP,NSP-5678,532,8050
12/03/2023,CAN Pak Arab Guwara,CPAG-1122,717,4150
12/03/2023,CAN Sarsabz Fatima,CSF-9101,915,5080
12/03/2023,CAN Pak Arab Guwara,CPAG-1122,679,4150
12/03/2023,CAN Sarsabz Fatima,CSF-9101,903,5080
12/03/2023,Sarsabz Urea,SU-7658,972,5000
12/03/2023,CAN Sarsabz Fatima,CSF-9101,650,5080
12/03/2023,Babar Sher Urea,BSR-0294,928,4795
12/03/2023,Sarsabz Urea,SU-7658,988,5000
12/03/2023,CAN Sarsabz Fatima,CSF-9101,844,5080
12/03/2023,Sarsabz Urea,SU-7658,797,5000
12/03/2023,Babar Sher Urea,BSR-0294,558,4795
12/03/2023,CAN Pak Arab Guwara,CPAG-1122,573,4150
12/03/2023,Sarsabz Urea,SU-7658,739,5000
12/03/2023,Nitrophos Sarsabz NP,NSP-5678,526,8050
12/03/2023,CAN Sarsabz Fatima,CSF-9101,806,5080
12/03/2023,Sarsabz Urea,SU-7658,912,5000
12/03/2023,Nitrophos Sarsabz NP,NSP-5678,661,8050
12/03/2023,Nitrophos Sarsabz NP,NSP-5678,844,8050
12/03/2023,CAN Sarsabz Fatima,CSF-9101,944,5080
12/03/2023,CAN Pak Arab Guwara,CPAG-1122,979,4150
12/03/2023,Babar Sher Urea,BSR-0294,837,4795
12/03/2023,CAN Sarsabz Fatima,CSF-9101,988,5080
12/03/2023,CAN Pak Arab Guwara,CPAG-1122,520,4150
12/03/2023,CAN Sarsabz Fatima,CSF-9101,740,5080
12/03/2023,Nitrophos Sarsabz NP,NSP-5678,770,8050
12/03/2023,Sarsabz Urea,SU-7658,904,5000
12/03/2023,Babar Sher Urea,BSR-0294,616,4795
12/03/2023,Babar Sher Urea,BSR-0294,693,4795
12/03/2023,CAN Sarsabz Fatima,CSF-9101,934,5080
12/03/2023,Nitrophos Sarsabz NP,NSP-5678,794,8050
12/03/2023,CAN Pak Arab Guwara,CPAG-1122,737,4150
12/03/2023,Babar Sher Urea,BSR-0294,718,4795
12/03/2023,Babar Sher Urea,BSR-0294,609,4795
12/03/2023,Sarsabz Urea,SU-7658,966,5000
12/03/2023,Sarsabz Urea,SU-7658,503,5000
12/03/2023,Nitrophos Sarsabz NP,NSP-5678,831,8050
12/03/2023,CAN Pak Arab Guwara,CPAG-1122,764,4150
12/03/2023,Sarsabz Urea,SU-7658,780,5000
12/03/2023,CAN Sarsabz Fatima,CSF-9101,567,5080
12/03/2023,CAN Sarsabz Fatima,CSF-9101,884,5080
12/03/2023,Nitrophos Sarsabz NP,NSP-5678,515,8050
12/03/2023,CAN Sarsabz Fatima,CSF-9101,633,5080
12/03/2023,CAN Sarsabz Fatima,CSF-9101,686,5080
12/03/2023,CAN Pak Arab Guwara,CPAG-1122,638,4150
12/03/2023,Nitrophos Sarsabz NP,NSP-5678,542,8050
12/03/2023,Nitrophos Sarsabz NP,NSP-5678,827,8050
12/03/2023,Sarsabz Urea,SU-7658,797,5000
12/03/2023,Nitrophos Sarsabz NP,NSP-5678,670,8050
12/03/2023,Sarsabz Urea,SU-7658,829,5000
12/03/2023,CAN Pak Arab Guwara,CPAG-1122,869,4150
12/03/2023,CAN Pak Arab Guwara,CPAG-1122,668,4150
12/03/2023,Sarsabz Urea,SU-7658,965,5000
12/03/2023,CAN Pak Arab Guwara,CPAG-1122,843,4150
12/03/2023,CAN Pak Arab Guwara,CPAG-1122,950,4150
12/03/2023,Babar Sher Urea,BSR-0294,636,4795
12/03/2023,CAN Pak Arab Guwara,CPAG-1122,557,4150
12/03/2023,CAN Sarsabz Fatima,CSF-9101,873,5080
12/03/2023,Nitrophos Sarsabz NP,NSP-5678,836,8050
12/03/2023,Babar Sher Urea,BSR-0294,572,4795
12/03/2023,Babar Sher Urea,BSR-0294,767,4795
12/03/2023,CAN Pak Arab Guwara,CPAG-1122,907,4150
12/03/2023,CAN Pak Arab Guwara,CPAG-1122,695,4150
12/03/2023,Nitrophos Sarsabz NP,NSP-5678,520,8050
12/03/2023,Nitrophos Sarsabz NP,NSP-5678,575,8050
12/03/2023,CAN Sarsabz Fatima,CSF-9101,765,5080
12/03/2023,CAN Pak Arab Guwara,CPAG-1122,847,4150
12/03/2023,CAN Pak Arab Guwara,CPAG-1122,559,4150
12/03/2023,Nitrophos Sarsabz NP,NSP-5678,939,8050
12/03/2023,Sarsabz Urea,SU-7658,701,5000
12/03/2023,Nitrophos Sarsabz NP,NSP-5678,988,8050
12/03/2023,Babar Sher Urea,BSR-0294,641,4795
12/03/2023,Babar Sher Urea,BSR-0294,721,4795
12/03/2023,Babar Sher Urea,BSR-0294,889,4795
12/03/2023,Nitrophos Sarsabz NP,NSP-5678,859,8050
12/03/2023,Babar Sher Urea,BSR-0294,548,4795
12/03/2023,Nitrophos Sarsabz NP,NSP-5678,557,8050
12/03/2023,Babar Sher Urea,BSR-0294,797,4795
12/03/2023,Babar Sher Urea,BSR-0294,832,4795
12/03/2023,Nitrophos Sarsabz NP,NSP-5678,845,8050
12/03/2023,CAN Sarsabz Fatima,CSF-9101,551,5080
12/03/2023,Sarsabz Urea,SU-7658,517,5000
12/03/2023,CAN Sarsabz Fatima,CSF-9101,853,5080
12/03/2023,Babar Sher Urea,BSR-0294,850,4795
12/03/2023,Babar Sher Urea,BSR-0294,816,4795
12/03/2023,CAN Sarsabz Fatima,CSF-9101,857,5080
12/03/2023,Babar Sher Urea,BSR-0294,818,4795
12/03/2023,Sarsabz Urea,SU-7658,711,5000
12/03/2023,Sarsabz Urea,SU-7658,521,5000
12/03/2023,Babar Sher Urea,BSR-0294,907,4795
12/03/2023,Nitrophos Sarsabz NP,NSP-5678,579,8050
12/03/2023,Babar Sher Urea,BSR-0294,944,4795
12/03/2023,CAN Sarsabz Fatima,CSF-9101,832,5080
12/03/2023,CAN Pak Arab Guwara,CPAG-1122,508,4150
12/03/2023,Sarsabz Urea,SU-7658,650,5000
12/03/2023,Nitrophos Sarsabz NP,NSP-5678,864,8050
12/03/2023,Nitrophos Sarsabz NP,NSP-5678,838,8050
12/03/2023,CAN Pak Arab Guwara,CPAG-1122,751,4150
12/03/2023,Nitrophos Sarsabz NP,NSP-5678,509,8050
12/03/2023,CAN Pak Arab Guwara,CPAG-1122,866,4150
12/03/2023,CAN Sarsabz Fatima,CSF-9101,906,5080
13/03/2023,Babar Sher Urea,BSR-0294,883,4795
13/03/2023,Nitrophos Sarsabz NP,NSP-5678,888,8050
13/03/2023,Babar Sher Urea,BSR-0294,595,4795
13/03/2023,CAN Pak Arab Guwara,CPAG-1122,715,4150
13/03/2023,CAN Pak Arab Guwara,CPAG-1122,795,4150
13/03/2023,Babar Sher Urea,BSR-0294,861,4795
13/03/2023,CAN Sarsabz Fatima,CSF-9101,690,5080
13/03/2023,CAN Sarsabz Fatima,CSF-9101,719,5080
13/03/2023,Babar Sher Urea,BSR-0294,694,4795
13/03/2023,Babar Sher Urea,BSR-0294,697,4795
13/03/2023,CAN Sarsabz Fatima,CSF-9101,651,5080
13/03/2023,Sarsabz Urea,SU-7658,868,5000
13/03/2023,Nitrophos Sarsabz NP,NSP-5678,740,8050
13/03/2023,Nitrophos Sarsabz NP,NSP-5678,972,8050
13/03/2023,Sarsabz Urea,SU-7658,546,5000
13/03/2023,Sarsabz Urea,SU-7658,859,5000
13/03/2023,Sarsabz Urea,SU-7658,885,5000
13/03/2023,Sarsabz Urea,SU-7658,911,5000
13/03/2023,Babar Sher Urea,BSR-0294,974,4795
13/03/2023,Nitrophos Sarsabz NP,NSP-5678,888,8050
13/03/2023,Babar Sher Urea,BSR-0294,892,4795
13/03/2023,CAN Pak Arab Guwara,CPAG-1122,685,4150
13/03/2023,CAN Pak Arab Guwara,CPAG-1122,877,4150
13/03/2023,Nitrophos Sarsabz NP,NSP-5678,565,8050
13/03/2023,CAN Pak Arab Guwara,CPAG-1122,843,4150
13/03/2023,Sarsabz Urea,SU-7658,921,5000
13/03/2023,Nitrophos Sarsabz NP,NSP-5678,546,8050
13/03/2023,CAN Sarsabz Fatima,CSF-9101,666,5080
13/03/2023,CAN Pak Arab Guwara,CPAG-1122,652,4150
13/03/2023,CAN Pak Arab Guwara,CPAG-1122,907,4150
13/03/2023,Babar Sher Urea,BSR-0294,637,4795
13/03/2023,Sarsabz Urea,SU-7658,951,5000
13/03/2023,CAN Pak Arab Guwara,CPAG-1122,948,4150
13/03/2023,Sarsabz Urea,SU-7658,656,5000
13/03/2023,Nitrophos Sarsabz NP,NSP-5678,675,8050
13/03/2023,Nitrophos Sarsabz NP,NSP-5678,592,8050
13/03/2023,CAN Pak Arab Guwara,CPAG-1122,944,4150
13/03/2023,Babar Sher Urea,BSR-0294,580,4795
13/03/2023,Babar Sher Urea,BSR-0294,851,4795
13/03/2023,Sarsabz Urea,SU-7658,620,5000
13/03/2023,CAN Sarsabz Fatima,CSF-9101,694,5080
13/03/2023,Babar Sher Urea,BSR-0294,638,4795
13/03/2023,Nitrophos Sarsabz NP,NSP-5678,947,8050
13/03/2023,Babar Sher Urea,BSR-0294,563,4795
13/03/2023,Babar Sher Urea,BSR-0294,521,4795
13/03/2023,Babar Sher Urea,BSR-0294,671,4795
13/03/2023,CAN Pak Arab Guwara,CPAG-1122,644,4150
13/03/2023,Sarsabz Urea,SU-7658,955,5000
13/03/2023,Nitrophos Sarsabz NP,NSP-5678,774,8050
13/03/2023,Sarsabz Urea,SU-7658,771,5000
13/03/2023,Nitrophos Sarsabz NP,NSP-5678,591,8050
13/03/2023,Babar Sher Urea,BSR-0294,718,4795
13/03/2023,Nitrophos Sarsabz NP,NSP-5678,523,8050
13/03/2023,Babar Sher Urea,BSR-0294,845,4795
13/03/2023,Babar Sher Urea,BSR-0294,507,4795
13/03/2023,Sarsabz Urea,SU-7658,907,5000
13/03/2023,CAN Pak Arab Guwara,CPAG-1122,539,4150
13/03/2023,Nitrophos Sarsabz NP,NSP-5678,696,8050
13/03/2023,Babar Sher Urea,BSR-0294,575,4795
13/03/2023,CAN Pak Arab Guwara,CPAG-1122,997,4150
13/03/2023,CAN Pak Arab Guwara,CPAG-1122,547,4150
13/03/2023,Sarsabz Urea,SU-7658,968,5000
13/03/2023,Nitrophos Sarsabz NP,NSP-5678,868,8050
13/03/2023,Babar Sher Urea,BSR-0294,660,4795
13/03/2023,Sarsabz Urea,SU-7658,720,5000
13/03/2023,Babar Sher Urea,BSR-0294,648,4795
13/03/2023,Nitrophos Sarsabz NP,NSP-5678,506,8050
13/03/2023,Babar Sher Urea,BSR-0294,788,4795
13/03/2023,Babar Sher Urea,BSR-0294,518,4795
13/03/2023,CAN Pak Arab Guwara,CPAG-1122,575,4150
13/03/2023,Babar Sher Urea,BSR-0294,520,4795
13/03/2023,Babar Sher Urea,BSR-0294,790,4795
13/03/2023,Babar Sher Urea,BSR-0294,588,4795
13/03/2023,Babar Sher Urea,BSR-0294,565,4795
13/03/2023,Babar Sher Urea,BSR-0294,567,4795
13/03/2023,CAN Sarsabz Fatima,CSF-9101,974,5080
13/03/2023,Sarsabz Urea,SU-7658,781,5000
13/03/2023,Babar Sher Urea,BSR-0294,763,4795
13/03/2023,CAN Sarsabz Fatima,CSF-9101,553,5080
13/03/2023,Babar Sher Urea,BSR-0294,602,4795
13/03/2023,Nitrophos Sarsabz NP,NSP-5678,623,8050
13/03/2023,CAN Sarsabz Fatima,CSF-9101,766,5080
13/03/2023,Sarsabz Urea,SU-7658,562,5000
13/03/2023,CAN Pak Arab Guwara,CPAG-1122,760,4150
13/03/2023,Sarsabz Urea,SU-7658,701,5000
13/03/2023,CAN Pak Arab Guwara,CPAG-1122,999,4150
13/03/2023,CAN Sarsabz Fatima,CSF-9101,578,5080
13/03/2023,Sarsabz Urea,SU-7658,987,5000
13/03/2023,Babar Sher Urea,BSR-0294,861,4795
13/03/2023,CAN Sarsabz Fatima,CSF-9101,859,5080
13/03/2023,CAN Pak Arab Guwara,CPAG-1122,568,4150
13/03/2023,CAN Pak Arab Guwara,CPAG-1122,878,4150
13/03/2023,CAN Pak Arab Guwara,CPAG-1122,766,4150
13/03/2023,Nitrophos Sarsabz NP,NSP-5678,983,8050
13/03/2023,Sarsabz Urea,SU-7658,987,5000
13/03/2023,Sarsabz Urea,SU-7658,961,5000
13/03/2023,CAN Pak Arab Guwara,CPAG-1122,589,4150
13/03/2023,Babar Sher Urea,BSR-0294,896,4795
13/03/2023,CAN Pak Arab Guwara,CPAG-1122,842,4150
13/03/2023,CAN Pak Arab Guwara,CPAG-1122,759,4150
14/03/2023,Nitrophos Sarsabz NP,NSP-5678,770,8050
14/03/2023,Babar Sher Urea,BSR-0294,529,4795
14/03/2023,Babar Sher Urea,BSR-0294,999,4795
14/03/2023,CAN Sarsabz Fatima,CSF-9101,668,5080
14/03/2023,Sarsabz Urea,SU-7658,836,5000
14/03/2023,Sarsabz Urea,SU-7658,734,5000
14/03/2023,Babar Sher Urea,BSR-0294,560,4795
14/03/2023,Nitrophos Sarsabz NP,NSP-5678,569,8050
14/03/2023,Babar Sher Urea,BSR-0294,674,4795
14/03/2023,CAN Pak Arab Guwara,CPAG-1122,837,4150
14/03/2023,Babar Sher Urea,BSR-0294,910,4795
14/03/2023,CAN Pak Arab Guwara,CPAG-1122,732,4150
14/03/2023,CAN Pak Arab Guwara,CPAG-1122,876,4150
14/03/2023,CAN Pak Arab Guwara,CPAG-1122,615,4150
14/03/2023,Sarsabz Urea,SU-7658,928,5000
14/03/2023,Nitrophos Sarsabz NP,NSP-5678,851,8050
14/03/2023,Sarsabz Urea,SU-7658,518,5000
14/03/2023,CAN Sarsabz Fatima,CSF-9101,714,5080
14/03/2023,Nitrophos Sarsabz NP,NSP-5678,554,8050
14/03/2023,CAN Sarsabz Fatima,CSF-9101,560,5080
14/03/2023,Babar Sher Urea,BSR-0294,988,4795
14/03/2023,Nitrophos Sarsabz NP,NSP-5678,520,8050
14/03/2023,Nitrophos Sarsabz NP,NSP-5678,797,8050
14/03/2023,Sarsabz Urea,SU-7658,509,5000
14/03/2023,Babar Sher Urea,BSR-0294,956,4795
14/03/2023,Nitrophos Sarsabz NP,NSP-5678,552,8050
14/03/2023,Sarsabz Urea,SU-7658,569,5000
14/03/2023,Nitrophos Sarsabz NP,NSP-5678,620,8050
14/03/2023,Babar Sher Urea,BSR-0294,665,4795
14/03/2023,Babar Sher Urea,BSR-0294,709,4795
14/03/2023,Babar Sher Urea,BSR-0294,671,4795
14/03/2023,Sarsabz Urea,SU-7658,975,5000
14/03/2023,Nitrophos Sarsabz NP,NSP-5678,863,8050
14/03/2023,Nitrophos Sarsabz NP,NSP-5678,509,8050
14/03/2023,CAN Pak Arab Guwara,CPAG-1122,982,4150
14/03/2023,Nitrophos Sarsabz NP,NSP-5678,743,8050
14/03/2023,Sarsabz Urea,SU-7658,698,5000
14/03/2023,Sarsabz Urea,SU-7658,576,5000
14/03/2023,Babar Sher Urea,BSR-0294,735,4795
14/03/2023,Sarsabz Urea,SU-7658,800,5000
14/03/2023,CAN Sarsabz Fatima,CSF-9101,752,5080
14/03/2023,Babar Sher Urea,BSR-0294,884,4795
14/03/2023,CAN Sarsabz Fatima,CSF-9101,649,5080
14/03/2023,CAN Pak Arab Guwara,CPAG-1122,648,4150
14/03/2023,CAN Pak Arab Guwara,CPAG-1122,853,4150
14/03/2023,Babar Sher Urea,BSR-0294,722,4795
14/03/2023,CAN Pak Arab Guwara,CPAG-1122,516,4150
14/03/2023,Nitrophos Sarsabz NP,NSP-5678,795,8050
14/03/2023,Babar Sher Urea,BSR-0294,907,4795
14/03/2023,CAN Pak Arab Guwara,CPAG-1122,819,4150
14/03/2023,CAN Pak Arab Guwara,CPAG-1122,628,4150
14/03/2023,Nitrophos Sarsabz NP,NSP-5678,552,8050
14/03/2023,CAN Sarsabz Fatima,CSF-9101,973,5080
14/03/2023,Nitrophos Sarsabz NP,NSP-5678,615,8050
14/03/2023,Nitrophos Sarsabz NP,NSP-5678,969,8050
14/03/2023,CAN Sarsabz Fatima,CSF-9101,640,5080
14/03/2023,CAN Pak Arab Guwara,CPAG-1122,564,4150
14/03/2023,CAN Sarsabz Fatima,CSF-9101,881,5080
14/03/2023,Sarsabz Urea,SU-7658,578,5000
14/03/2023,Babar Sher Urea,BSR-0294,517,4795
14/03/2023,CAN Pak Arab Guwara,CPAG-1122,913,4150
14/03/2023,CAN Pak Arab Guwara,CPAG-1122,806,4150
14/03/2023,CAN Pak Arab Guwara,CPAG-1122,685,4150
14/03/2023,Nitrophos Sarsabz NP,NSP-5678,728,8050
14/03/2023,CAN Pak Arab Guwara,CPAG-1122,520,4150
14/03/2023,CAN Pak Arab Guwara,CPAG-1122,800,4150
14/03/2023,CAN Pak Arab Guwara,CPAG-1122,873,4150
14/03/2023,Babar Sher Urea,BSR-0294,504,4795
14/03/2023,Sarsabz Urea,SU-7658,737,5000
14/03/2023,Nitrophos Sarsabz NP,NSP-5678,914,8050
14/03/2023,Sarsabz Urea,SU-7658,922,5000
14/03/2023,Sarsabz Urea,SU-7658,997,5000
14/03/2023,Nitrophos Sarsabz NP,NSP-5678,750,8050
14/03/2023,Nitrophos Sarsabz NP,NSP-5678,520,8050
14/03/2023,CAN Pak Arab Guwara,CPAG-1122,721,4150
14/03/2023,Babar Sher Urea,BSR-0294,610,4795
14/03/2023,Nitrophos Sarsabz NP,NSP-5678,503,8050
14/03/2023,CAN Sarsabz Fatima,CSF-9101,724,5080
